"code";"x";"y";"num_regime";"hydro_regime"
"L830731100";"423837.3501";"6653075.174";"4";"PTC"
"L831400000";"434324.9";"6650852.8";"4";"PTC"
"L833000100";"440280.6933";"6654695.766";"4";"PTC"
"L833400000";"439295.7";"6656650.4";"4";"PTC"
"L834301001";"444997.322";"6660653.321";"4";"PTC"
"L840210400";"457127";"6671349";"4";"PTC"
"L840211002";"461711.9654";"6676103.949";"4";"PTC"
"L850030000";"470613.3";"6641370.9";"1";"P"
"L850301001";"470448.0036";"6644955.811";"1";"P"
"L851000200";"479985.9419";"6654937.46";"1";"P"
"L851000300";"475680.901";"6653747.153";"2";"PC"
"L851000500";"478592.8624";"6642294.815";"1";"P"
"L852301001";"465665.7934";"6670874.971";"1";"P"
"L852301100";"469199.5492";"6657062.66";"1";"P"
"L853030200";"467197.3";"6678822.3";"1";"P"
"L860211002";"466973.6338";"6684054.186";"4";"PTC"
"L870000000";"449801.1";"6705955.6";"2";"PC"
"L870001010";"434396.9801";"6708205.129";"1";"P"
"L900000601";"487956.4603";"6695971.834";"1";"P"
"L910000101";"459230.0578";"6702304.499";"4";"PTC"
"L911000601";"472746.3967";"6705490.866";"1";"P"
"L911030000";"462422.7";"6702673.9";"1";"P"
"L921000201";"456704.6345";"6711118.853";"1";"P"
"L922000101";"434106.265";"6709306.399";"4";"PTC"
"M001061001";"504924.7864";"6826441.191";"4";"PTC"
"M001411001";"511155.1611";"6830586.929";"1";"P"
"M003400000";"495999.4448";"6825524.088";"4";"PTC"
"M004061001";"486673.2564";"6818797.459";"4";"PTC"
"M005061020";"476239.441";"6813886.558";"4";"PTC"
"M006432001";"474064.1132";"6816702.696";"4";"PTC"
"M006433001";"473937.7904";"6813506.13";"4";"PTC"
"M011491010";"466696.8109";"6807969.526";"4";"PTC"
"M012401010";"470058.9054";"6803644.302";"4";"PTC"
"M013401010";"474537.4914";"6801408.794";"4";"PTC"
"M014006000";"480792.5";"6799005.7";"4";"PTC"
"M015301010";"492550.8291";"6804457.878";"4";"PTC"
"M020061010";"486978.8417";"6795310.327";"4";"PTC"
"M022774100";"504345.494";"6796985.199";"4";"PTC"
"M024030000";"493918.1";"6790701.7";"4";"PTC"
"M024301000";"491708.405";"6787176.639";"4";"PTC"
"M024301010";"491755.3379";"6787215.03";"4";"PTC"
"M025061020";"490676.9288";"6783287.474";"4";"PTC"
"M026400000";"488799.3";"6777133.2";"4";"PTC"
"M027061020";"490878.3909";"6771394.194";"4";"PTC"
"M030151001";"519975.1727";"6821619.534";"1";"P"
"M031000101";"530371.9207";"6819490.028";"1";"P"
"M032015000";"539847.6";"6811652";"1";"P"
"M032151101";"537313.8455";"6815579.803";"1";"P"
"M034151010";"540246.1308";"6807660.584";"1";"P"
"M035400000";"542483.8";"6807077.1";"1";"P"
"M035401010";"539832.3137";"6805964.818";"1";"P"
"M036151010";"537919.5809";"6804281.816";"1";"P"
"M036151501";"538412.5799";"6803478.247";"1";"P"
"M037151010";"527345.9444";"6794576.354";"1";"P"
"M038401020";"524831.2027";"6792598.229";"1";"P"
"M040151010";"524788.9342";"6787501.982";"1";"P"
"M040151200";"524860.7011";"6789493.227";"1";"P"
"M041151010";"513006.4979";"6776607.377";"1";"P"
"M042151010";"506693.003";"6774460.85";"1";"P"
"M042481010";"506156.9734";"6770068.288";"5";"PMC"
"M043401010";"498399.2161";"6774529.496";"1";"P"
"M043401300";"498720.972";"6778462.531";"1";"P"
"M044151010";"491954.4295";"6768587.212";"1";"P"
"M050061010";"486807";"6760787";"4";"PTC"
"M050451010";"490910.5728";"6763199.241";"1";"P"
"M051401010";"487169.6039";"6757933.832";"4";"PTC"
"M052061010";"477885.7639";"6759110.082";"4";"PTC"
"M053501010";"472702.0973";"6760651.526";"1";"P"
"M054401010";"469217.2846";"6750087.665";"4";"PTC"
"M055603010";"460481.7154";"6757154.831";"1";"P"
"M056030000";"467702.2";"6773934.7";"4";"PTC"
"M058301010";"458251.8314";"6765467.468";"4";"PTC"
"M058302010";"458499.7148";"6759169.78";"4";"PTC"
"M061030000";"449770.1";"6781289.6";"4";"PTC"
"M062401010";"450442.0975";"6763633.126";"4";"PTC"
"M063061010";"450959.2362";"6753635.811";"4";"PTC"
"M063301010";"448884";"6760575";"4";"PTC"
"M065311010";"447392.5378";"6757362.606";"4";"PTC"
"M068061010";"446729.6445";"6749673.444";"4";"PTC"
"M073061010";"436754";"6730307";"4";"PTC"
"M101161010";"571444.4623";"6797907.302";"4";"PTC"
"M102000101";"579789.1881";"6791941.348";"1";"P"
"M102000201";"580425.4077";"6796333.129";"4";"PTC"
"M102000301";"581953";"6794670";"1";"P"
"M103400000";"560906.3";"6791163.3";"4";"PTC"
"M103401010";"563596.91";"6791576.892";"4";"PTC"
"M103402010";"577283.5257";"6791062.834";"4";"PTC"
"M103402400";"559622.7724";"6791701.344";"4";"PTC"
"M103402500";"555709.0065";"6789485.404";"4";"PTC"
"M104161010";"582326.4474";"6784625.06";"4";"PTC"
"M104162010";"580253.7283";"6787740.271";"1";"P"
"M105000100";"592430.6067";"6776637.826";"1";"P"
"M106000100";"589610.9952";"6781008.427";"5";"PMC"
"M107302001";"582485.4619";"6779727.339";"1";"P"
"M110161010";"575162";"6775949";"1";"P"
"M111401010";"570125.5184";"6771535.665";"1";"P"
"M111401200";"555023.5878";"6784299.067";"1";"P"
"M111401300";"565016.2256";"6775751.056";"1";"P"
"M111401501";"568848.0447";"6774144.789";"1";"P"
"M112162001";"568194.4821";"6767654.723";"1";"P"
"M112480000";"573580.4282";"6766410.36";"1";"P"
"M112481100";"567059.5516";"6766989.869";"1";"P"
"M112481200";"579877.7352";"6765829.579";"1";"P"
"M112481500";"582599.9771";"6762929.255";"1";"P"
"M112481601";"566523.1956";"6758974.304";"1";"P"
"M114161010";"554833";"6745519";"1";"P"
"M114460000";"547236.8";"6747568.8";"1";"P"
"M115161010";"541999.0363";"6741990.294";"1";"P"
"M120030000";"534325.4";"6773403.3";"4";"PTC"
"M121301010";"537439.2517";"6770508.412";"4";"PTC"
"M121301200";"537683.9508";"6766861.481";"4";"PTC"
"M121301301";"539773.2144";"6774786.102";"4";"PTC"
"M123303000";"535815.9215";"6755532.213";"4";"PTC"
"M123304010";"538742.7574";"6759005.483";"4";"PTC"
"M123304200";"532663.823";"6750604.201";"4";"PTC"
"M124401010";"531425.0803";"6756268.493";"1";"P"
"M125030000";"529303.7";"6744839.8";"4";"PTC"
"M125401010";"525453.3178";"6747124.46";"1";"P"
"M130161010";"518199";"6739338";"1";"P"
"M131301010";"515658.3793";"6746905.574";"1";"P"
"M134161010";"511084.0301";"6737550.105";"1";"P"
"M135401010";"510485.9123";"6725663.551";"4";"PTC"
"M136016000";"503696.9";"6734009.8";"1";"P"
"M141000500";"496703.8371";"6728319.077";"1";"P"
"M144161010";"486849.9833";"6731355.516";"1";"P"
"M146301010";"489331.546";"6741427.512";"1";"P"
"M146302010";"482612.792";"6738585.408";"1";"P"
"M151161010";"469489";"6737312";"1";"P"
"M153161010";"456600.0655";"6734802.6";"1";"P"
"M153451100";"458162.9817";"6730168.545";"4";"PTC"
"M156161010";"447125.9408";"6724988.065";"1";"P"
"M300092010";"456450.8865";"6825842.134";"4";"PTC"
"M301401010";"453609.2486";"6820568.953";"4";"PTC"
"M302091010";"451157.9369";"6826285.474";"4";"PTC"
"M303401001";"452790.5458";"6830369.407";"4";"PTC"
"M304091001";"447678.5156";"6828512.712";"4";"PTC"
"M306091010";"434934.0926";"6822122.049";"4";"PTC"
"M310301001";"430270.5533";"6838349.718";"4";"PTC"
"M313301010";"428588.7415";"6828270.281";"4";"PTC"
"M314030000";"430895";"6820579";"4";"PTC"
"M321301010";"418548.2494";"6822556.158";"4";"PTC"
"M322301010";"428663.7927";"6813079.18";"4";"PTC"
"M323091010";"430888.2165";"6804066.804";"4";"PTC"
"M323091020";"431604.132";"6806059.915";"4";"PTC"
"M325311010";"431176.4957";"6802665.672";"4";"PTC"
"M331301010";"408533";"6804348";"4";"PTC"
"M332301010";"419395.5874";"6791869.707";"4";"PTC"
"M333091010";"419307.7947";"6781177.64";"4";"PTC"
"M334091010";"421252.9634";"6774665.777";"4";"PTC"
"M340301010";"441660.2474";"6789387.927";"4";"PTC"
"M342301010";"423869.0713";"6776842.787";"4";"PTC"
"M350401010";"418133.9555";"6772093.483";"4";"PTC"
"M351401010";"423511.8354";"6769850.511";"4";"PTC"
"M360091010";"422977.5122";"6753466.585";"4";"PTC"
"M363091010";"423544.8042";"6737372.978";"4";"PTC"
"M371181010";"406897.3114";"6766689.477";"4";"PTC"
"M371181100";"403124.0072";"6769897.937";"4";"PTC"
"M373181010";"404421.2857";"6757216.376";"4";"PTC"
"M376400000";"406145.8";"6750962.3";"4";"PTC"
"M377181010";"406051.1455";"6748808.583";"4";"PTC"
"M377401010";"401665.1899";"6750143.634";"4";"PTC"
"M380000100";"406320.1246";"6743928.378";"4";"PTC"
"M381301010";"394496.1608";"6741108.826";"4";"PTC"
"M382301010";"403666.8818";"6738335.575";"4";"PTC"
"M383401020";"409734.2463";"6734888.544";"4";"PTC"
"M383401100";"407702.4515";"6731449.128";"4";"PTC"
"M385181010";"410466.5005";"6738879.368";"4";"PTC"
"M386181010";"417542.0986";"6736522.925";"4";"PTC"
"M391440000";"428213.7455";"6721846.054";"4";"PTC"
"M410191040";"431846.7281";"6714021.542";"4";"PTC"
"M411401010";"428272.5995";"6716848.887";"4";"PTC"
"M501421020";"435354.2596";"6703100.696";"4";"PTC"
"M510201010";"444577.196";"6682440.159";"4";"PTC"
"M510431100";"448095.6687";"6679165.808";"4";"PTC"
"M512431010";"436714.109";"6686202.098";"4";"PTC"
"M512431100";"428699.9418";"6675967.557";"4";"PTC"
"M521401010";"424466.8884";"6691498.915";"4";"PTC"
"M521401020";"426498.1115";"6695479.234";"4";"PTC"
"M522201010";"425711.0804";"6696984.587";"4";"PTC"
"M530001010";"408800.3077";"6706316.658";"2";"PC"
"M600000100";"405858.8859";"6678555.032";"4";"PTC"
"M601301010";"394041.7183";"6697844.054";"4";"PTC"
"M601301020";"393127.7077";"6696053.199";"4";"PTC"
"M601303010";"399728.044";"6684507.723";"4";"PTC"
"M602030000";"395433.1";"6703384.5";"4";"PTC"
"M611000100";"385939.9406";"6709936.198";"4";"PTC"
"M620401010";"375961.1175";"6710782.62";"4";"PTC"
"M620401100";"376111.3342";"6707175.013";"4";"PTC"
"M621400000";"372986.6";"6698107.4";"4";"PTC"
"M624001000";"356648";"6688914";"2";"PC"
"M632301010";"395667.4133";"6725510.41";"4";"PTC"
"M632301020";"385747.4203";"6722194.129";"4";"PTC"
"M633301010";"378648.9628";"6721752.59";"4";"PTC"
"M633302010";"362618.3985";"6716587.515";"4";"PTC"
"M635302000";"356497.9207";"6689057.993";"4";"PTC"
"M701024000";"423048.3";"6634887.2";"4";"PTC"
"M702241010";"417958.1869";"6641191.078";"4";"PTC"
"M703024000";"405359.5";"6654264.4";"4";"PTC"
"M704400000";"404236.5";"6660133";"4";"PTC"
"M704401100";"409483.523";"6657335.588";"4";"PTC"
"M711241010";"387583.2273";"6665721.657";"4";"PTC"
"M720302010";"402198.8851";"6668998.932";"4";"PTC"
"M721301010";"392348.0769";"6674075.87";"4";"PTC"
"M721302010";"382759.3176";"6674554.104";"4";"PTC"
"M730242011";"375263.9078";"6674415.6";"4";"PTC"
"M731400000";"371966.9";"6679729.5";"4";"PTC"
"M731401010";"380204.0019";"6679771.064";"4";"PTC"
"M741301010";"383683.3222";"6653163.041";"4";"PTC"
"M743311010";"375011.1241";"6655732.079";"4";"PTC"
"M745030000";"365504.3";"6678813.1";"4";"PTC"
"M745301010";"368440.1449";"6670874.164";"4";"PTC"
"M750241000";"355982.8284";"6687163.631";"4";"PTC"
"M811261010";"355555.3417";"6659288.789";"4";"PTC"
"M811261020";"354501.1428";"6664793.141";"4";"PTC"
"M812401010";"354997.4599";"6664389.397";"4";"PTC"
"M814401010";"351524.8688";"6667415.122";"4";"PTC"
"M815026000";"350716.9";"6669790.9";"4";"PTC"
"M820501010";"360834.2334";"6669437.479";"4";"PTC"
"M820502010";"356317.2202";"6679167.276";"4";"PTC"
"M842001000";"319322.8317";"6700952.33";"2";"PC"
"M850301010";"316650.2718";"6716362.675";"4";"PTC"
"N011302010";"335611.2989";"6664247.479";"4";"PTC"
"N011303010";"338863.7199";"6658725.228";"4";"PTC"
"N100151010";"347812.5227";"6641066.337";"4";"PTC"
"N120301010";"334122.379";"6628687.634";"4";"PTC"
"N120302010";"339627.3894";"6629841.787";"4";"PTC"
"N300161010";"398525.605";"6635355.322";"4";"PTC"
"N302401010";"396554.3255";"6626478.569";"4";"PTC"
"N303161010";"391248.2727";"6625223.106";"4";"PTC"
"N311301010";"385783.3262";"6628964.926";"4";"PTC"
"N322201010";"384240.5093";"6611391.724";"4";"PTC"
"N330161010";"376756.0933";"6612552.114";"4";"PTC"
"N330411010";"375486.6711";"6616159.59";"4";"PTC"
"N340000000";"361538";"6625752";"4";"PTC"
"N342301020";"363836.9329";"6621150.926";"4";"PTC"
"N351161000";"371101.3408";"6605304.327";"4";"PTC"
"N400061001";"456629.3267";"6592911.392";"4";"PTC"
"N410403001";"446452.4019";"6594693.882";"4";"PTC"
"N411062001";"436748";"6595269";"4";"PTC"
"N430521001";"426862.9242";"6581865.883";"4";"PTC"
"N510171001";"419338.9972";"6602510.761";"4";"PTC"
"N520171001";"417100.7173";"6597633.163";"4";"PTC"
"N600302002";"416109.3402";"6574260.713";"4";"PTC"
"N710181010";"418673.2776";"6606612.89";"4";"PTC"
"N712181010";"408780.3588";"6606494.309";"4";"PTC"
"O001001001";"515502.3151";"6198106.53";"7";"NP"
"O001004003";"511360.3169";"6204533.805";"7";"NP"
"O004401001";"503913.4257";"6197903.013";"7";"NP"
"O005002002";"507400.6437";"6208862.214";"7";"NP"
"O012622001";"478694.426";"6192218.494";"8";"N"
"O017402701";"486031.5408";"6209738.216";"7";"NP"
"O020002001";"513226.5865";"6224795.988";"7";"NP"
"O020004002";"513424.6964";"6224594.563";"7";"NP"
"O023402001";"520146.2981";"6216048.079";"1";"P"
"O029003001";"533755.0917";"6230918.611";"7";"NP"
"O029531001";"530370.6464";"6232345.22";"1";"P"
"O034251001";"552654.2415";"6197298.512";"1";"P"
"O036251001";"553997.6304";"6202681.019";"1";"P"
"O036252001";"553877.7837";"6200284.678";"1";"P"
"O038401001";"555486.7137";"6201569.836";"1";"P"
"O038402001";"556994.0002";"6202656.061";"7";"NP"
"O039252001";"553899.4118";"6202881.616";"1";"P"
"O048401001";"541151.865";"6207482.746";"1";"P"
"O049401001";"547574.1849";"6211025.333";"1";"P"
"O050252002";"548281.7795";"6212018.341";"1";"P"
"O059251001";"535150.1504";"6230507.448";"1";"P"
"O062401001";"548722.7718";"6228996.372";"1";"P"
"O066001001";"555149.4119";"6245025.427";"7";"NP"
"O074402001";"567443.5438";"6221947.625";"2";"PC"
"O074404001";"566443.8705";"6221856.383";"1";"P"
"O079401001";"553108.4537";"6239848.034";"1";"P"
"O080001001";"557471.737";"6248002.856";"7";"NP"
"O082001001";"564593.6067";"6263526.833";"7";"NP"
"O093401001";"537235.7809";"6241078.613";"3";"PC"
"O095000101";"542444.8616";"6242833.344";"2";"PC"
"O098401001";"563796.1814";"6263732.953";"1";"P"
"O108431001";"591731.9215";"6187882.37";"7";"NP"
"O114462001";"577137.679";"6186606.116";"7";"NP"
"O120251001";"585898.1493";"6195023.187";"7";"NP"
"O125251001";"586417";"6208473";"7";"NP"
"O127401001";"585809.3253";"6208309.198";"2";"PC"
"O137251002";"584359.1179";"6237988.871";"7";"NP"
"O143291001";"613019.7284";"6201189.32";"1";"P"
"O143292001";"610204.5357";"6199015.32";"1";"P"
"O143293001";"612335";"6199731";"7";"NP"
"O144291002";"613065.7131";"6206682.855";"1";"P"
"O146401001";"619579.8329";"6209225.759";"2";"PC"
"O149433201";"611833.2787";"6214584.789";"1";"P"
"O152000101";"615180.4385";"6220649.774";"1";"P"
"O153291001";"613085.3865";"6220967.298";"1";"P"
"O158461001";"599964.7162";"6216781.457";"2";"PC"
"O163401001";"598313.7773";"6234376.074";"1";"P"
"O165293002";"593461.9974";"6239511.106";"1";"P"
"O166291001";"585914.1107";"6244768.549";"1";"P"
"O171251001";"575597.6968";"6253445.74";"7";"NP"
"O184402001";"566227.5319";"6243833.99";"1";"P"
"O187401001";"570979.6958";"6262674.128";"1";"P"
"O188251001";"571320.9076";"6267665.972";"7";"NP"
"O193431001";"551941.353";"6255640.451";"1";"P"
"O196431001";"562895.5361";"6275528.276";"1";"P"
"O198431001";"568918.7736";"6279074.275";"1";"P"
"O200001001";"571847.9339";"6270958.081";"7";"NP"
"O203401001";"567407.1754";"6289475.661";"1";"P"
"O217251001";"587559.2133";"6262335.975";"1";"P"
"O221501001";"582679.9522";"6276162.103";"1";"P"
"O222251001";"577335.1932";"6282100.503";"1";"P"
"O230402001";"603662.2059";"6276686.048";"1";"P"
"O232401002";"596601.0655";"6280441.505";"1";"P"
"O234401001";"573855.8696";"6296114.904";"1";"P"
"O262002002";"558767.5863";"6307628.867";"7";"NP"
"O288000101";"548513.7096";"6323897.623";"1";"P"
"O290002001";"545843.1462";"6327116.585";"7";"NP"
"O301101001";"760127.9527";"6362779.306";"6";"PN"
"O301108000";"757828.6954";"6362599.307";"6";"PN"
"O303101001";"749322.4824";"6360873.155";"6";"PN"
"O306401001";"747695.4242";"6357489.992";"6";"PN"
"O308432001";"748095.8444";"6357586.502";"6";"PN"
"O312102002";"739520.2086";"6359457.624";"6";"PN"
"O314101001";"717825.8906";"6345754.563";"6";"PN"
"O319401001";"734082.2124";"6342520.273";"6";"PN"
"O319402001";"716707.5676";"6343466.313";"6";"PN"
"O336402101";"723190.8454";"6330424.648";"6";"PN"
"O339403004";"710330.9645";"6333630.117";"6";"PN"
"O340101002";"706027.1834";"6332667.761";"6";"PN"
"O342401001";"698918.863";"6330829.64";"2";"PC"
"O345431001";"693728.7101";"6331372.574";"2";"PC"
"O347000101";"684327.9547";"6330153.091";"6";"PN"
"O358461002";"690217.0809";"6317716.416";"2";"PC"
"O358462001";"691289.788";"6314610.235";"3";"PC"
"O359402002";"686719.227";"6317545.774";"3";"PC"
"O375401001";"667973.3013";"6309811.961";"4";"PTC"
"O402101001";"629468.4544";"6316428.766";"3";"PC"
"O413401001";"680325.6781";"6281936.575";"2";"PC"
"O419433003";"652999.1235";"6287261.02";"2";"PC"
"O422251002";"640349.4839";"6279775.166";"3";"PC"
"O425251001";"638229.9525";"6277195.68";"2";"PC"
"O432401001";"656612.6764";"6265553.507";"3";"PC"
"O438401001";"649247.9824";"6268811.972";"2";"PC"
"O439401001";"642971.8565";"6270862.539";"2";"PC"
"O439402001";"643959.7317";"6269555.623";"2";"PC"
"O452401001";"618387.0346";"6269570.213";"1";"P"
"O454402001";"628427.6546";"6275679.867";"1";"P"
"O469251003";"605170.9125";"6289859.905";"2";"PC"
"O470403001";"655027.0633";"6302727.881";"2";"PC"
"O475401001";"634793.1408";"6296204.642";"4";"PTC"
"O477401001";"626917.0661";"6298068.796";"2";"PC"
"O479404001";"616423.6722";"6297557.624";"2";"PC"
"O480252002";"600929.9889";"6296388.288";"2";"PC"
"O493101001";"579067.7448";"6310156.835";"2";"PC"
"O498432001";"574153.2255";"6319787.988";"1";"P"
"O499103001";"561478.7203";"6333280.323";"2";"PC"
"O504251002";"687732.5754";"6366687.825";"3";"PC"
"O505501001";"689845.5017";"6368468.564";"2";"PC"
"O509252002";"669816.2097";"6362642.781";"2";"PC"
"O519251003";"624650.7304";"6361423.488";"2";"PC"
"O522401001";"624259.5231";"6362425.775";"2";"PC"
"O528431002";"623622.8196";"6346047.447";"2";"PC"
"O529251001";"617875.4041";"6339702.01";"2";"PC"
"O531291001";"684151.3108";"6356627.988";"3";"PC"
"O532291001";"674428.7565";"6352813.71";"2";"PC"
"O542402002";"652529.641";"6338412.427";"2";"PC"
"O542402003";"651318.3488";"6336924.424";"2";"PC"
"O546431001";"654695.3818";"6334598.384";"2";"PC"
"O548291001";"640926.2208";"6336611.74";"2";"PC"
"O548293002";"649214.7473";"6336242.48";"2";"PC"
"O553401001";"635866.9075";"6340849.945";"2";"PC"
"O555291001";"628300.937";"6344010.257";"2";"PC"
"O557291001";"617667.256";"6338704.76";"2";"PC"
"O560251001";"616276.1912";"6339615.5";"2";"PC"
"O562402001";"639648.7467";"6327231.973";"2";"PC"
"O562403001";"630178.318";"6329609.365";"2";"PC"
"O562403002";"634355.337";"6327376.58";"2";"PC"
"O566401001";"610561.5345";"6337165.849";"2";"PC"
"O568501001";"599914.8315";"6342249.856";"1";"P"
"O568501002";"600404.2694";"6341047.285";"1";"P"
"O575401001";"595062.0249";"6323409.549";"2";"PC"
"O575402001";"593584.6234";"6325919.348";"2";"PC"
"O576251001";"589235.2927";"6331450.094";"2";"PC"
"O585401001";"578497.8347";"6337633.56";"1";"P"
"O588251001";"567078.4923";"6333932.635";"2";"PC"
"O590101002";"553117.7528";"6336946.001";"2";"PC"
"O596402001";"556332.5993";"6339117.012";"2";"PC"
"O600001001";"538705.0597";"6333669.356";"1";"P"
"O609000101";"527879.4067";"6329263.894";"1";"P"
"O613401001";"539782.8895";"6343150.802";"1";"P"
"O614001001";"526354.1551";"6338067.645";"1";"P"
"O615000301";"520449.742";"6336817.987";"1";"P"
"O619461001";"520520.2273";"6345308.832";"1";"P"
"O621251101";"502903.8973";"6256847.008";"1";"P"
"O631000101";"509171.6601";"6301947.729";"1";"P"
"O637000201";"512748.1151";"6335683.113";"1";"P"
"O648000101";"495121.0322";"6342322.662";"1";"P"
"O655000101";"490680.1431";"6276527.77";"1";"P"
"O658000101";"493975.6048";"6276400.582";"1";"P"
"O658000201";"491107.8184";"6279920.642";"1";"P"
"O662000201";"489453.9333";"6309403.257";"1";"P"
"O683000201";"483646.9599";"6295765.535";"1";"P"
"O687000201";"482611.9463";"6315553.603";"1";"P"
"O700151002";"752772.1576";"6378925.818";"6";"PN"
"O701151001";"747394.738";"6380969.411";"6";"PN"
"O702153002";"738895.1848";"6380042.333";"6";"PN"
"O703501001";"737452.703";"6374859.624";"6";"PN"
"O704000101";"733665.1473";"6375890.684";"6";"PN"
"O708501001";"724738.764";"6383558.731";"6";"PN"
"O709401002";"720203.7996";"6378901.946";"3";"PC"
"O710151001";"715745.9918";"6371546.535";"3";"PC"
"O718151001";"673890.1555";"6383787.7";"3";"PC"
"O719151001";"666471.9999";"6392641.865";"3";"PC"
"O720251001";"730577.245";"6400592.835";"1";"P"
"O723401001";"725440.8699";"6407529.642";"1";"P"
"O723403101";"689428.5117";"6378262.146";"3";"PC"
"O724501001";"723366.6632";"6410344.497";"1";"P"
"O726501001";"728448.7636";"6408803.289";"1";"P"
"O737000201";"727503.8384";"6415204.866";"3";"PC"
"O745000301";"710085.3911";"6434733.702";"6";"PN"
"O754000201";"706714.9693";"6414181.58";"3";"PC"
"O760000201";"705806.1766";"6424879.114";"3";"PC"
"O766401001";"665546.0095";"6401340.948";"2";"PC"
"O768501001";"673393.3162";"6395980.054";"3";"PC"
"O769251001";"665991";"6394843.469";"3";"PC"
"O769251101";"678741.0604";"6414117.928";"3";"PC"
"O773000101";"675045.6861";"6414248.618";"3";"PC"
"O787401001";"652444.5894";"6387764.268";"2";"PC"
"O791151001";"638857.0787";"6387678.499";"3";"PC"
"O794402002";"637340.2099";"6385493.36";"2";"PC"
"O797151001";"621848.0141";"6384624.172";"2";"PC"
"O811351001";"619480.629";"6388240.809";"2";"PC"
"O811352001";"623393.3063";"6390205.786";"2";"PC"
"O813352001";"595043.4404";"6380952.205";"2";"PC"
"O825501001";"559475.7175";"6380649.508";"4";"PTC"
"O834402001";"542402.7644";"6381890.843";"1";"P"
"O839431001";"536826.0673";"6384034.845";"1";"P"
"O843000101";"576198.9585";"6373417.075";"2";"PC"
"O848153002";"518223.5395";"6369503.785";"3";"PC"
"O858401001";"511773.4894";"6374752.173";"1";"P"
"O900001002";"478883.3377";"6372027.528";"1";"P"
"O903401001";"489488.6928";"6373937.809";"1";"P"
"O913401001";"471238.5191";"6377785.115";"1";"P"
"O937251001";"466413.7592";"6398404.887";"1";"P"
"O937251002";"459410.2908";"6397163.977";"1";"P"
"P006431001";"662828.0827";"6505867.342";"1";"P"
"P009000201";"660122.2626";"6504890.964";"2";"PC"
"P011501101";"664225.0388";"6493766.34";"6";"PN"
"P018000101";"661006.29";"6479306.407";"3";"PC"
"P027251002";"681418.2016";"6471042.371";"3";"PC"
"P036000101";"680514.8818";"6470550.116";"3";"PC"
"P065000101";"665185.4042";"6477273.089";"3";"PC"
"P071401001";"642585.3172";"6498644.193";"1";"P"
"P081402001";"664335.7971";"6471285.671";"2";"PC"
"P087000101";"652307.2845";"6466591.101";"6";"PN"
"P088501001";"652007.5795";"6466593.618";"6";"PN"
"P092401001";"640599.9902";"6488269.817";"2";"PC"
"P103401001";"639341.201";"6457308.528";"3";"PC"
"P114052000";"631115.3009";"6477159.431";"2";"PC"
"P115000100";"633685.724";"6485830.041";"2";"PC"
"P115000101";"631807.0821";"6476254.448";"2";"PC"
"P135001002";"617162.727";"6445505.459";"3";"PC"
"P138000000";"615735.6959";"6442120.566";"3";"PC"
"P142251001";"651641.6856";"6446814.906";"3";"PC"
"P150000101";"636621.4646";"6442745.159";"3";"PC"
"P152000101";"634923.0695";"6442759.086";"3";"PC"
"P159251001";"616944.5293";"6443309.331";"3";"PC"
"P163001001";"609683.2042";"6435177.751";"3";"PC"
"P165001001";"608853.9259";"6431588.065";"3";"PC"
"P171291001";"669680.6934";"6429679.188";"3";"PC"
"P174401003";"656051.6355";"6424698.86";"3";"PC"
"P177000101";"648722.982";"6420464.153";"3";"PC"
"P178051001";"648908.5183";"6418764.521";"2";"PC"
"P178052000";"649008.4198";"6418763.368";"2";"PC"
"P183401001";"646858.4543";"6424476.022";"3";"PC"
"P190291001";"637107.7665";"6429253.712";"3";"PC"
"P196291001";"608297.6084";"6424799.124";"3";"PC"
"P205401001";"616933.5904";"6418133.108";"2";"PC"
"P207002002";"600899.2689";"6424161.649";"3";"PC"
"P211401001";"599474.2675";"6432965.273";"2";"PC"
"P218431001";"594940.4122";"6428407.484";"2";"PC"
"P230001001";"580395.9005";"6421435.629";"2";"PC"
"P231502001";"579420.2549";"6424241.12";"3";"PC"
"P238001001";"557951.2997";"6413530.422";"2";"PC"
"P245431001";"565046.5388";"6401782.528";"1";"P"
"P246401001";"564259.0174";"6403187.743";"1";"P"
"P248401001";"555338.9892";"6411753.892";"1";"P"
"P248402001";"554648.8511";"6412858.901";"1";"P"
"P258001001";"541089.3577";"6416168.351";"2";"PC"
"P302000101";"616229.0302";"6501063.095";"3";"PC"
"P310101001";"599050.2233";"6489816.932";"2";"PC"
"P313102001";"587794.3206";"6481917.83";"2";"PC"
"P316401001";"587197.4058";"6482222.542";"2";"PC"
"P319431001";"583836.4129";"6474557.565";"2";"PC"
"P320101001";"579671.2404";"6466300.195";"2";"PC"
"P320102001";"578409.9216";"6458817.28";"4";"PTC"
"P323401001";"575795.0759";"6468730.021";"2";"PC"
"P327401001";"577410.9109";"6458825.614";"2";"PC"
"P335251001";"613121.1504";"6475911.39";"2";"PC"
"P335252001";"612417.6543";"6475417.729";"3";"PC"
"P350251001";"604335.2545";"6464695.168";"2";"PC"
"P384010102";"593156.0611";"6453998.518";"2";"PC"
"P392252001";"585452.0304";"6452664.141";"2";"PC"
"P392252002";"582254.3768";"6452590.921";"2";"PC"
"P399401001";"581279.5412";"6455496.692";"2";"PC"
"P400101001";"575525.2096";"6448351.04";"2";"PC"
"P401501001";"579494.5506";"6445120.902";"1";"P"
"P411401001";"558654.5393";"6449990.243";"4";"PTC"
