"code";"x";"y";"num_regime";"hydro_regime"
"P413501001";"562921.1285";"6446457.955";"1";"P"
"P416101002";"555694.216";"6442422.271";"4";"PTC"
"P427101001";"538863.1272";"6424778.697";"4";"PTC"
"P500000201";"531746.7426";"6422415.645";"2";"PC"
"P504401001";"520592.8831";"6414240.938";"1";"P"
"P524401001";"506484.4234";"6423649.115";"4";"PTC"
"P532001001";"491175.168";"6420778.775";"2";"PC"
"P540401001";"492104.8534";"6424467.254";"4";"PTC"
"P555001001";"469072.9322";"6417964.094";"2";"PC"
"P608151001";"539499.7455";"6477324.672";"2";"PC"
"P613402001";"548053.9512";"6472757.939";"4";"PTC"
"P613402002";"548659.185";"6473451.954";"4";"PTC"
"P616151001";"538313.6313";"6466844.095";"2";"PC"
"P616151101";"530358.34";"6459317.169";"2";"PC"
"P622251001";"571824.0295";"6483749.53";"2";"PC"
"P634251001";"553211.4467";"6468218.813";"4";"PTC"
"P636251001";"547793.4823";"6465466.456";"2";"PC"
"P638251001";"533438.6724";"6457293.422";"2";"PC"
"P700151001";"527652.7158";"6458340.56";"2";"PC"
"P704151001";"519445.9146";"6456610.344";"2";"PC"
"P712151001";"492942.254";"6441144.913";"4";"PTC"
"P714401001";"497316.3267";"6438511.129";"4";"PTC"
"P718152002";"483245.3833";"6440425.589";"4";"PTC"
"P726151001";"453874.92";"6440668.202";"2";"PC"
"P801251001";"524544.6823";"6493134.751";"2";"PC"
"P802251001";"519749.741";"6481185.346";"4";"PTC"
"P802252001";"524125.1623";"6490740.699";"2";"PC"
"P807401001";"530851.3848";"6482591.827";"4";"PTC"
"P810251001";"518511.9523";"6476499.875";"4";"PTC"
"P816252001";"492845.9938";"6465722.928";"4";"PTC"
"P820401001";"500750.2572";"6491233.938";"4";"PTC"
"P828401001";"485588.7234";"6470079.047";"4";"PTC"
"P831252001";"476546.3712";"6463959.186";"2";"PC"
"P839431001";"466841.0955";"6462241.027";"1";"P"
"P927401001";"440784.7932";"6440376.501";"2";"PC"
"Q010002500";"468731.2181";"6219470.773";"7";"NP"
"Q010003001";"468127";"6222176";"1";"P"
"Q012005001";"464617.8312";"6229393.937";"1";"P"
"Q012006002";"463417.5481";"6241290.923";"7";"NP"
"Q021401001";"457773.6733";"6235244.161";"1";"P"
"Q022402001";"459947.1477";"6244416.554";"1";"P"
"Q022403001";"459538.404";"6267495.168";"1";"P"
"Q028003001";"459667.9924";"6271089.96";"1";"P"
"Q045001001";"456303.8902";"6287101.168";"1";"P"
"Q052252001";"476906.8807";"6229691.895";"1";"P"
"Q061251001";"466301.8116";"6276029.861";"1";"P"
"Q061252001";"472860.3737";"6259792.868";"1";"P"
"Q066402002";"466914.3438";"6277623.109";"2";"PC"
"Q074001001";"444340.3724";"6289996.635";"1";"P"
"Q109402001";"439033.1118";"6288442.072";"2";"PC"
"Q110001002";"437088.0346";"6294851.404";"1";"P"
"Q124001001";"412680.1883";"6302944.428";"1";"P"
"Q132401001";"429161.7886";"6278533.941";"1";"P"
"Q142001001";"391231.059";"6306416.909";"1";"P"
"Q206000101";"449279.2388";"6307437.67";"1";"P"
"Q209000101";"446486.4468";"6307960.191";"1";"P"
"Q215251001";"434673.543";"6317048.288";"1";"P"
"Q219252001";"418685.4343";"6316480.646";"2";"PC"
"Q224291001";"452680.2899";"6320096.522";"1";"P"
"Q229291001";"434789.687";"6331132.901";"1";"P"
"Q235401001";"437834.1748";"6336901.921";"1";"P"
"Q236401001";"437020.2237";"6335110.455";"1";"P"
"Q240291001";"432696.9015";"6331749.844";"1";"P"
"Q242431001";"425613.6559";"6332907.053";"1";"P"
"Q250331001";"418585.4442";"6316481.468";"1";"P"
"Q254431001";"415368.0386";"6326098.084";"1";"P"
"Q255431001";"413916.1679";"6319616.688";"1";"P"
"Q258461001";"408836.5333";"6321456.605";"1";"P"
"Q259331001";"406118.1425";"6318881.62";"1";"P"
"Q265401001";"398201.3655";"6315850.166";"1";"P"
"Q312001002";"377799.194";"6300833.023";"1";"P"
"Q322401001";"415696.6928";"6281042.245";"1";"P"
"Q335401001";"407469.7683";"6276714.866";"2";"PC"
"Q346401001";"374053.3615";"6294770.103";"3";"PC"
"Q456401001";"445636.0796";"6204877.841";"7";"NP"
"Q463401001";"437699.022";"6211436.422";"7";"NP"
"Q480101001";"444026.0574";"6227666.021";"7";"NP"
"Q484401001";"435636.5322";"6227835.089";"1";"P"
"Q504101001";"431274.356";"6243953.532";"7";"NP"
"Q550101001";"388378.1703";"6275273.379";"1";"P"
"Q614292001";"407557.2543";"6238754.592";"7";"NP"
"Q633252101";"406152.817";"6225880.526";"7";"NP"
"Q700291001";"406668.1472";"6239960.6";"7";"NP"
"Q724252001";"384389.556";"6227457.438";"3";"PC"
"Q732252002";"385243.7591";"6246329.855";"3";"PC"
"Q741291001";"376632.4058";"6268177.387";"3";"PC"
"Q803251001";"373241.1772";"6256617.293";"3";"PC"
"Q916461001";"347344.0278";"6241346.088";"3";"PC"
"Q931251001";"344006.4969";"6260752.425";"3";"PC"
"R002001002";"516660.0209";"6530267.467";"4";"PTC"
"R011001002";"487014.4488";"6557889.505";"4";"PTC"
"R022001002";"486061.4915";"6539313.287";"4";"PTC"
"R025001001";"489732.4222";"6536185.909";"2";"PC"
"R103001001";"520444.4591";"6516748.168";"2";"PC"
"R118001001";"490058.4828";"6527290.618";"4";"PTC"
"R125001001";"486614.6575";"6533713.55";"2";"PC"
"R202001002";"481305";"6534764";"4";"PTC"
"R212001101";"471334.7327";"6534539.241";"4";"PTC"
"R222001001";"474577.1926";"6515828.779";"4";"PTC"
"R314001002";"445991.9679";"6514565.986";"4";"PTC"
"R406000101";"458320";"6496303";"4";"PTC"
"R411001001";"441997.7245";"6502709.762";"4";"PTC"
"R413001300";"438721.4629";"6505234.211";"1";"P"
"R502331002";"431885";"6488481";"4";"PTC"
"R512331003";"424761.9821";"6508646.177";"4";"PTC"
"R523001001";"413713.2881";"6538011.639";"4";"PTC"
"R608001003";"436965.3011";"6558902.313";"4";"PTC"
"R614291001";"419270.5715";"6545559.412";"4";"PTC"
"R616461001";"419048.0466";"6554952.879";"4";"PTC"
"R618291001";"403457.3463";"6542291.918";"4";"PTC"
"R713001001";"398982.7446";"6532736.959";"4";"PTC"
"S036402000";"419926.1891";"6467323.328";"4";"PTC"
"S131501000";"371987.6151";"6424383.189";"4";"PTC"
"S213401001";"406345.2096";"6370827.265";"1";"P"
"S222461001";"401384.9535";"6375064.172";"1";"P"
"S224251001";"392622.2269";"6390720.477";"1";"P"
"S514401000";"330994.4013";"6257562.292";"2";"PC"
"U002001001";"922015.9356";"6774951.282";"4";"PTC"
"U004050000";"913859.2";"6763182.5";"4";"PTC"
"U010401001";"945850.6253";"6780841.788";"1";"P"
"U012401001";"938347.6233";"6768315.028";"3";"PC"
"U013040000";"923751.2";"6761655.4";"3";"PC"
"U020400101";"896799.2063";"6750885.375";"4";"PTC"
"U023001001";"919145.1393";"6754889.756";"4";"PTC"
"U023401001";"914943.2028";"6754326.32";"4";"PTC"
"U041501001";"961901.0604";"6753222.054";"3";"PC"
"U041502001";"956908.3592";"6753664.893";"3";"PC"
"U041503001";"947880.7957";"6749745.902";"3";"PC"
"U042401001";"944000.1814";"6751677.736";"3";"PC"
"U044431001";"944462.7819";"6758968.687";"3";"PC"
"U047401001";"930436.5602";"6743200.644";"3";"PC"
"U052501001";"939209.069";"6729134.968";"4";"PTC"
"U053401001";"930119.6769";"6729612.995";"1";"P"
"U053402001";"927728.445";"6730433.331";"1";"P"
"U060001001";"922937.3783";"6731074.148";"3";"PC"
"U061001001";"912378.613";"6723370.238";"3";"PC"
"U062050000";"919696.4";"6718964.4";"3";"PC"
"U062051001";"913756.8834";"6720960.11";"3";"PC"
"U063501001";"910007.9986";"6726588.328";"4";"PTC"
"U070401001";"884799.9268";"6735198.809";"4";"PTC"
"U072040000";"902428";"6719329.7";"4";"PTC"
"U072401001";"898978.056";"6722186.322";"4";"PTC"
"U081501001";"903357.7447";"6708558.855";"4";"PTC"
"U082001001";"895164.3265";"6708628.903";"3";"PC"
"U092401001";"880894.0923";"6722541.352";"4";"PTC"
"U092402001";"878446.0275";"6705075.011";"4";"PTC"
"U100401001";"974474.0763";"6751114.781";"3";"PC"
"U101401001";"961235.7422";"6734041.292";"3";"PC"
"U101402001";"966816.0433";"6743786.16";"3";"PC"
"U102503001";"961306.322";"6730643.101";"3";"PC"
"U102503200";"963329.4881";"6733945.057";"3";"PC"
"U103541001";"962351.9466";"6724438.505";"3";"PC"
"U104064000";"941813.8";"6708801.2";"4";"PTC"
"U104401001";"952397.7047";"6717329.628";"3";"PC"
"U104401400";"941567.2477";"6714024.83";"4";"PTC"
"U105401001";"939813.7924";"6706546.078";"3";"PC"
"U106040000";"924110.1";"6697005.4";"3";"PC"
"U107040000";"907391.5";"6688527.6";"3";"PC"
"U107052000";"912094.8";"6691060.3";"3";"PC"
"U107401001";"913518.3476";"6693233.419";"3";"PC"
"U107402001";"916528.4756";"6694655.461";"3";"PC"
"U108401001";"892316.427";"6691166.214";"3";"PC"
"U110901101";"867953.8031";"6716756.79";"4";"PTC"
"U111050000";"877404.7";"6696781";"4";"PTC"
"U111521401";"877655.8117";"6694489.889";"4";"PTC"
"U112001001";"879923.6746";"6679281.463";"3";"PC"
"U120401001";"859779.9864";"6719125.103";"4";"PTC"
"U120401201";"855932.6534";"6724953.858";"4";"PTC"
"U121501001";"858147.9138";"6715241.88";"4";"PTC"
"U121503001";"852847.008";"6714687.343";"4";"PTC"
"U122040000";"865386.2";"6714830.9";"4";"PTC"
"U122401001";"865206.1726";"6699292.751";"4";"PTC"
"U122402001";"867616.8823";"6689079.651";"4";"PTC"
"U122402100";"866357.4275";"6712350.535";"4";"PTC"
"U122402201";"865176.3937";"6707487.317";"4";"PTC"
"U123502001";"867976.3433";"6684380.075";"1";"P"
"U123502201";"862033.5559";"6702218.093";"4";"PTC"
"U124404001";"874116.471";"6677932.28";"4";"PTC"
"U130561001";"828235.562";"6676126.2";"4";"PTC"
"U131401001";"830569.4751";"6680303.13";"2";"PC"
"U131402001";"837047.8232";"6690040.52";"4";"PTC"
"U132040000";"841043.4";"6691863";"4";"PTC"
"U132401001";"849575.2174";"6694330.23";"4";"PTC"
"U132402001";"853850.3633";"6691795.526";"4";"PTC"
"U132901001";"844860.2271";"6703863.545";"4";"PTC"
"U132902001";"853309.8098";"6698695.055";"4";"PTC"
"U133401001";"872692.8047";"6675046.661";"4";"PTC"
"U133402001";"860106.7603";"6687245.349";"4";"PTC"
"U141503001";"859072.422";"6671466.373";"1";"P"
"U141504001";"865178.4817";"6672712.82";"1";"P"
"U141581001";"857743.6739";"6679671.561";"1";"P"
"U141601001";"860423.4992";"6677549.897";"3";"PC"
"U142001001";"863115.9993";"6665236.478";"3";"PC"
"U201201001";"950192.9742";"6635510.452";"7";"NP"
"U201202001";"953963.0651";"6643971.274";"7";"NP"
"U202201001";"956094.8957";"6647850.157";"7";"NP"
"U202202001";"954640.1455";"6652958.445";"7";"NP"
"U203502003";"954202";"6654628";"3";"PC"
"U203503002";"945285.9962";"6645845.024";"3";"PC"
"U210201001";"964106.3895";"6661470.106";"3";"PC"
"U210202001";"957356.8301";"6655133.301";"3";"PC"
"U211020000";"976278.3";"6667161.5";"3";"PC"
"U211201001";"991144.6462";"6679822.167";"3";"PC"
"U212201001";"998554.6021";"6693147.964";"3";"PC"
"U214201001";"1003823.104";"6701496.09";"7";"NP"
"U220201001";"991309.0217";"6698806.574";"7";"NP"
"U221502001";"986591.2234";"6696349.264";"3";"PC"
"U221521001";"973596.3487";"6684271.067";"3";"PC"
"U221521100";"966173.1228";"6682071.505";"3";"PC"
"U222054000";"989582.4";"6714980.7";"3";"PC"
"U222200501";"983633.4358";"6700971.778";"3";"PC"
"U222201001";"985221.2901";"6711250.179";"3";"PC"
"U222542001";"990840.1475";"6713899.886";"3";"PC"
"U230523001";"1000650";"6730190";"3";"PC"
"U232421001";"996339.7008";"6725843.273";"3";"PC"
"U233401001";"991899.0553";"6720785.407";"3";"PC"
"U233403001";"996617.8204";"6723342.66";"3";"PC"
"U234503001";"989613.4384";"6733795.888";"3";"PC"
"U234504001";"989098.6894";"6720509.872";"3";"PC"
"U235401001";"983980.268";"6717956.055";"3";"PC"
"U235402001";"986483.4618";"6718533.956";"3";"PC"
"U240201001";"983059.3708";"6715465.834";"3";"PC"
"U241201001";"964271.6099";"6703736.946";"3";"PC"
"U242504001";"953149.4417";"6688644.21";"3";"PC"
"U242507000";"954055.1808";"6697495.767";"3";"PC"
"U242523001";"955416.6282";"6696618.707";"3";"PC"
"U242525001";"959018.0126";"6697087.249";"3";"PC"
"U242526001";"954633.6634";"6698524.062";"3";"PC"
"U242601100";"954690.5946";"6688946.624";"3";"PC"
"U250020000";"937989.8";"6692008.5";"3";"PC"
"U250201001";"952037.4955";"6698746.631";"3";"PC"
"U251201001";"929249.2302";"6686551.936";"3";"PC"
"U252020000";"919994.9";"6679086.2";"3";"PC"
"U252202001";"924212.9147";"6681898.806";"3";"PC"
"U254201001";"894252.6261";"6672263.759";"3";"PC"
"U255201001";"889222.4864";"6668310.268";"3";"PC"
"U256501001";"888178.7543";"6663122.868";"1";"P"
"U256502001";"892770.6127";"6662584.167";"3";"PC"
"U260040000";"948633.3";"6664833.2";"3";"PC"
"U260403001";"944966.4599";"6666731.685";"3";"PC"
"U260404001";"938716.4991";"6671981.605";"3";"PC"
"U261582001";"928985";"6656014";"3";"PC"
"U261583001";"924551.6976";"6663210.047";"3";"PC"
"U262401001";"924055.3838";"6675205.203";"3";"PC"
"U263050000";"916749";"6659295.2";"3";"PC"
"U263401001";"913668.5632";"6664202.974";"3";"PC"
"U263402001";"914430.0898";"6659800.106";"3";"PC"
"U264000101";"899744.157";"6660126.142";"3";"PC"
"U264040000";"907170.3";"6660804.5";"3";"PC"
"U265401001";"889633";"6660149";"3";"PC"
"U265501001";"896826.8676";"6657852.639";"3";"PC"
"U265503300";"894584.8005";"6658527.133";"3";"PC"
"U271501001";"890502.1647";"6654409.609";"6";"PN"
"U272201001";"878869.9914";"6649613.139";"3";"PC"
"U273201001";"863494.1486";"6651044.135";"3";"PC"
"U274502001";"865825.4044";"6643230.23";"2";"PC"
"U274502100";"864106.8957";"6647453.551";"2";"PC"
"U300401001";"819788.7518";"6634730.14";"4";"PTC"
"U301401001";"829883.3302";"6646734.921";"4";"PTC"
"U303050000";"851917";"6655360.6";"4";"PTC"
"U303401001";"854210.5601";"6652122.471";"4";"PTC"
"U303601100";"837825.7811";"6664059.031";"4";"PTC"
"U310001002";"853963.6369";"6646628.838";"3";"PC"
"U312001001";"843061.0885";"6633632.249";"3";"PC"
"U313000000";"847686.9";"6625145.4";"3";"PC"
"U320040000";"823419.3";"6587435.2";"3";"PC"
"U321401001";"826707.5079";"6590706.413";"4";"PTC"
"U322501001";"819857.6767";"6607651.099";"4";"PTC"
"U323401001";"829691.6898";"6612563.528";"3";"PC"
"U331001001";"847038.907";"6608018.629";"3";"PC"
"U340403001";"899303.2607";"6632051.446";"3";"PC"
"U340403200";"897422.5288";"6633547.091";"3";"PC"
"U340403400";"888870.4239";"6630324.817";"3";"PC"
"U341503001";"875006.2056";"6630161.483";"2";"PC"
"U342401001";"872636.3029";"6621788.436";"3";"PC"
"U343043000";"875021.6";"6604548.8";"3";"PC"
"U343434001";"874810.8278";"6595690.825";"3";"PC"
"U343436000";"873806.7982";"6606790.424";"3";"PC"
"U344503001";"871971.5883";"6602509.618";"3";"PC"
"U345503001";"885385.7741";"6617082.841";"3";"PC"
"U345505001";"876660.8326";"6613360.667";"3";"PC"
"U346401001";"869696.0446";"6616817.602";"3";"PC"
"U347050000";"857018.3";"6608769.6";"3";"PC"
"U348000000";"845575.9";"6595951.9";"3";"PC"
"U348040000";"848951.1";"6603546.9";"3";"PC"
"U401040000";"869133.9";"6575437.2";"3";"PC"
"U401401001";"876655.5953";"6566099.485";"3";"PC"
"U401402001";"871311.8455";"6572140.242";"1";"P"
"U423402001";"850532.3974";"6572517.846";"1";"P"
"U423501001";"854055.6721";"6563895.229";"3";"PC"
"U424040000";"843149.6";"6576503.7";"3";"PC"
"U430001102";"842449";"6584522";"3";"PC"
"U430003001";"838865.2675";"6563525.436";"3";"PC"
"U430050000";"837827.5";"6576908.8";"3";"PC"
"U440501001";"857002.4725";"6546284.605";"3";"PC"
"U440502001";"851119.8917";"6559423.796";"6";"PN"
"U440502200";"846614.84";"6559532.556";"6";"PN"
"U440502300";"856394.8619";"6555371.908";"6";"PN"
"U450601100";"826358.5066";"6559751.061";"3";"PC"
"U450601200";"832197.1696";"6560085.474";"3";"PC"
"U452521001";"834406.3286";"6544479.352";"3";"PC"
"U461401001";"816028.4768";"6545235.558";"3";"PC"
"U462401001";"827504.4066";"6531849.139";"2";"PC"
"U463501001";"824246.0668";"6524683.159";"3";"PC"
"U463661001";"824371.5287";"6527679.488";"2";"PC"
"U464401001";"830886.7346";"6530121.755";"2";"PC"
"U464551101";"834188.3345";"6533472.939";"3";"PC"
"U470001001";"837359.1962";"6539258.91";"3";"PC"
"U471001003";"842266.5639";"6528925.569";"3";"PC"
"U472002001";"842191.5781";"6520134.168";"3";"PC"
"V000020000";"992272.4";"6542074.5";"8";"N"
"V000201001";"999047.9924";"6542464.469";"8";"N"
"V000201100";"1002015.051";"6546941.438";"8";"N"
"V003201001";"982078.535";"6544309.843";"8";"N"
"V003201201";"984665.5147";"6542264.297";"8";"N"
"V012000202";"987338.0543";"6559703.528";"8";"N"
"V012040000";"981478.5";"6561815.1";"8";"N"
"V014000301";"974249.1397";"6563261.468";"8";"N"
"V015401001";"970055.5742";"6563597.759";"8";"N"
"V020054000";"962417.2";"6558296.9";"7";"NP"
"V020542001";"964581.019";"6542862.7";"8";"N"
"V020542201";"963210.5795";"6558682.12";"8";"N"
"V022000202";"952394.1875";"6566347.7";"7";"NP"
"V023501001";"952412.2826";"6568445.783";"7";"NP"
"V023502001";"956108.0438";"6568314.301";"7";"NP"
"V031040000";"987486.4";"6582830.6";"7";"NP"
"V031401001";"982639.4757";"6586069.854";"7";"NP"
"V031401002";"980159.8619";"6588189.879";"7";"NP"
"V032050000";"978405.7";"6582690.3";"7";"NP"
"V032501001";"978792.7967";"6580307.911";"7";"NP"
"V033401001";"975852.4993";"6586927.872";"7";"NP"
"V035501001";"960064.1005";"6586764.797";"3";"PC"
"V041050000";"932168.8";"6574313.5";"3";"PC"
"V100001001";"928800.2481";"6564752.799";"8";"N"
"V101050000";"916371.9";"6565011.3";"7";"NP"
"V101501001";"924935.4242";"6580072.986";"7";"NP"
"V101502001";"922800.358";"6575795.235";"7";"NP"
"V101503001";"920777.2518";"6572914.737";"7";"NP"
"V101581001";"916112.7105";"6564961.536";"3";"PC"
"V101582401";"918083.2768";"6561747.533";"7";"NP"
"V101582501";"917495.111";"6563051.247";"7";"NP"
"V102002001";"917388.5938";"6550662.96";"8";"N"
"V102002100";"917205.1019";"6552562.61";"8";"N"
"V111401002";"928867.6511";"6549364.926";"3";"PC"
"V111403001";"926879.8145";"6550581.325";"3";"PC"
"V112000000";"921986";"6550483";"3";"PC"
"V112040000";"920593.3";"6547229";"3";"PC"
"V121401001";"948561.4696";"6539004.019";"7";"NP"
"V122501001";"945212.001";"6544528.174";"7";"NP"
"V123561001";"951047.0538";"6525993.828";"7";"NP"
"V125501001";"941388.0183";"6518183.966";"7";"NP"
"V126402001";"919901.8994";"6540849.404";"7";"NP"
"V126402301";"926369.2964";"6537696.436";"7";"NP"
"V126402401";"918889.5219";"6540809.151";"8";"N"
"V131050000";"922873.7";"6509746.9";"7";"NP"
"V131502001";"923809.3393";"6507245.042";"3";"PC"
"V131504002";"931052.4823";"6501387.857";"7";"NP"
"V131644001";"926760.0546";"6501824.438";"7";"NP"
"V132502001";"925682.3893";"6515921.276";"3";"PC"
"V141040000";"906887.8";"6538250.6";"7";"NP"
"V141401001";"907261.3851";"6534863.285";"7";"NP"
"V144002001";"910095.4948";"6515855.452";"8";"N"
"V144621100";"914175.5411";"6515540.475";"3";"PC"
"V146431001";"907403.2082";"6516478.053";"3";"PC"
"V150401001";"914083.1891";"6479953.132";"7";"NP"
"V151050000";"915350.6";"6485487.2";"7";"NP"
"V151501001";"917534.827";"6486317.701";"7";"NP"
"V163002001";"881575.1428";"6533884.701";"5";"PMC"
"V171401001";"885273.3583";"6499083.465";"1";"P"
"V173401001";"878799.2953";"6501436.905";"6";"PN"
"V175501001";"874463";"6506021";"1";"P"
"V177401001";"867926.1459";"6515118.028";"1";"P"
"V202401001";"931573.8172";"6619983.336";"7";"NP"
"V203041001";"924638.3777";"6626837.943";"3";"PC"
"V211401001";"918890.6674";"6632382.731";"3";"PC"
"V220020000";"913164.4";"6630547.5";"3";"PC"
"V220201000";"911427.4836";"6624353.304";"3";"PC"
"V220202001";"909598.1357";"6620771.889";"3";"PC"
"V221020000";"906596.4";"6614357.8";"3";"PC"
"V231000201";"906763.1912";"6612975.696";"3";"PC"
"V232000000";"904754.9813";"6592036.754";"3";"PC"
"V241401001";"920265.2096";"6594701.155";"7";"NP"
"V241402001";"927251.0695";"6605332.355";"7";"NP"
"V242056001";"920828.5822";"6590499.747";"7";"NP"
"V244401001";"915419.6652";"6588947.571";"7";"NP"
"V244402001";"908020.2772";"6588311.738";"7";"NP"
"V244403001";"903504.5702";"6586052.417";"3";"PC"
"V251501002";"896110.3871";"6562735.358";"3";"PC"
"V251521001";"896943.9539";"6566724.848";"3";"PC"
"V252040000";"899298.6";"6580062.5";"3";"PC"
"V262401000";"893842.0227";"6577842.217";"3";"PC"
"V271201001";"880634.5597";"6552376.94";"3";"PC"
"V281401001";"886300.8172";"6572311.555";"3";"PC"
"V281402001";"884594.3456";"6559736.744";"3";"PC"
"V281403001";"879951.4713";"6554281.184";"3";"PC"
"V281581100";"885851.1436";"6570161.341";"3";"PC"
"V281581201";"887879.9963";"6581690.215";"3";"PC"
"V292040000";"892231.2";"6541022.1";"3";"PC"
"V292401001";"888935.1401";"6541614.902";"3";"PC"
"V292402001";"896236.924";"6542551.407";"3";"PC"
"V293401001";"880646.2819";"6542085.616";"3";"PC"
"V294020000";"871772.4";"6526506.1";"3";"PC"
"V294201001";"873205.2452";"6536554.166";"3";"PC"
"V300002001";"842993.3819";"6520427.059";"5";"PMC"
"V300561001";"859663.1508";"6530275.586";"6";"PN"
"V301502001";"837765.0359";"6516574.794";"6";"PN"
"V303002002";"840343.902";"6502665.322";"5";"PMC"
"V303501001";"835124.0141";"6511501.808";"6";"PN"
"V303661100";"837155.5233";"6504838.905";"6";"PN"
"V310401001";"819339.6134";"6488257.184";"6";"PN"
"V311401001";"828586.9421";"6494772.446";"6";"PN"
"V312401001";"835619.4173";"6499308.353";"6";"PN"
"V313000000";"838861.1";"6499545.9";"5";"PMC"
"V321501001";"853245.1967";"6492463.772";"6";"PN"
"V322040000";"846456.2";"6493971.5";"6";"PN"
"V322401001";"848562.5407";"6494002.451";"3";"PC"
"V322402001";"850149.0448";"6492590.144";"6";"PN"
"V322542002";"848565.9551";"6494402.066";"5";"PMC"
"V334000000";"838451.7";"6470333.7";"5";"PMC"
"V340431001";"881068.3313";"6474741.404";"6";"PN"
"V341000100";"870697.7233";"6479791.679";"6";"PN"
"V342431001";"866065.9297";"6472871.681";"1";"P"
"V343401001";"842148.4184";"6468280.496";"1";"P"
"V350401001";"831394.0717";"6460779.23";"6";"PN"
"V350401100";"826645.1987";"6460779.269";"6";"PN"
"V351501001";"826552.688";"6467114.764";"6";"PN"
"V351701100";"829250.3973";"6464729.551";"6";"PN"
"V352401001";"840260.6287";"6457806.535";"6";"PN"
"V353000000";"842279.5";"6455489";"5";"PMC"
"V353000101";"838948.2728";"6456219.21";"6";"PN"
"V361401001";"845232.6317";"6455066.561";"6";"PN"
"V370040000";"817598";"6437701.3";"6";"PN"
"V371402001";"824366.6733";"6433364.959";"6";"PN"
"V372401001";"836324.5727";"6441454.988";"6";"PN"
"V373000100";"836788.4248";"6442481.314";"6";"PN"
"V374401001";"840428.9829";"6442419.336";"6";"PN"
"V401001002";"848495.2954";"6427664.203";"7";"NP"
"V412401001";"812704.3615";"6424772.512";"6";"PN"
"V413000101";"821561.2668";"6420700.517";"6";"PN"
"V414521001";"820019.3775";"6415618.494";"6";"PN"
"V415401001";"827691.0544";"6413155.691";"6";"PN"
"V417040000";"842220.8";"6415570";"6";"PN"
"V417402001";"840770.8079";"6412244.851";"5";"PMC"
"V417402101";"834994.6561";"6414392.152";"6";"PN"
"V421401001";"893864.4633";"6394107.216";"6";"PN"
"V422501001";"897332.9138";"6402469.37";"7";"NP"
"V423040000";"883955.4";"6410355.6";"6";"PN"
"V424000100";"879703.654";"6412027.436";"6";"PN"
"V425050000";"880000.9";"6399472";"6";"PN"
"V426401001";"874945.8059";"6401462.395";"6";"PN"
"V427050000";"868153.4";"6406840.4";"6";"PN"
"V427501001";"869731.6514";"6410898.344";"3";"PC"
"V428402101";"841345.4621";"6409342.397";"6";"PN"
"V430000101";"837139.5438";"6408179.759";"6";"PN"
"V441040000";"857854.3";"6391066.8";"6";"PN"
"V441401001";"859994.5793";"6393798.16";"6";"PN"
"V444503001";"840046.1881";"6385876.446";"6";"PN"
"V445501001";"856307.8066";"6383239.654";"6";"PN"
"V445503002";"839539.0363";"6384981.65";"6";"PN"
"V453001002";"835177.0472";"6377226.487";"5";"PMC"
"V457001001";"831372.7236";"6364571.428";"5";"PMC"
"V500402001";"801881.386";"6397390.544";"6";"PN"
"V500403001";"800584.4288";"6397601.699";"6";"PN"
"V500621001";"802083.7287";"6397688.533";"6";"PN"
"V501401001";"812160.8704";"6384415.849";"6";"PN"
"V501403001";"810634.845";"6392920.285";"6";"PN"
"V501404001";"802279.2718";"6397187.351";"6";"PN"
"V501521001";"808367.85";"6396536.111";"6";"PN"
"V502050000";"814000";"6384000";"6";"PN"
"V502641001";"805709.7507";"6377677.089";"6";"PN"
"V503502001";"799506.9118";"6376631.256";"6";"PN"
"V503502201";"805713";"6373093";"6";"PN"
"V504503001";"786765.9382";"6370345.539";"6";"PN"
"V504661001";"770711.7461";"6373878.515";"6";"PN"
"V504881100";"798311.9444";"6366616.913";"6";"PN"
"V504881301";"796836";"6368233";"6";"PN"
"V504881401";"789057.568";"6369626.754";"6";"PN"
"V505401001";"810318.9076";"6367548.083";"6";"PN"
"V505401100";"815062.9428";"6374408";"6";"PN"
"V506401001";"823628.9512";"6358543.182";"6";"PN"
"V521040000";"857925.3";"6371332.5";"6";"PN"
"V521401001";"850056.3053";"6364811.227";"6";"PN"
"V521402100";"854135.1644";"6370084.642";"6";"PN"
"V523401001";"839784.4109";"6355208.873";"6";"PN"
"V530401001";"887070.1207";"6370688.388";"6";"PN"
"V531050000";"887523.5";"6371138.1";"6";"PN"
"V532401001";"882796.0597";"6373222.869";"6";"PN"
"V533040000";"871473.7";"6365811.9";"6";"PN"
"V540000000";"783568.2331";"6358484.458";"6";"PN"
"V540402600";"781146.2213";"6360423.611";"6";"PN"
"V541000401";"783250";"6356950";"6";"PN"
"V542401001";"787241.3783";"6355755.934";"6";"PN"
"V543040000";"796852.6";"6351025.9";"6";"PN"
"V544050000";"800925.4";"6348077.1";"6";"PN"
"V544502001";"799744.6683";"6345859.727";"6";"PN"
"V544502100";"798367.6078";"6343667.15";"6";"PN"
"V545401001";"803878.5165";"6350320.059";"6";"PN"
"V545401100";"802813.8635";"6349843.354";"6";"PN"
"V545401200";"802184.2561";"6351942.832";"6";"PN"
"V546058000";"817187.2";"6343635";"6";"PN"
"V546401501";"814388.5489";"6352727.78";"6";"PN"
"V547000000";"834760.0992";"6340066.639";"6";"PN"
"V547058000";"835288.8";"6336467.8";"6";"PN"
